frame,num_dets,num_tracks,unmatched_dets,active_ids
1739,11,11,0,1;17;63;107;197;232;233;256;286;358;381
1740,11,11,0,1;17;63;107;197;232;233;256;286;358;381
1741,9,9,0,1;17;63;197;232;233;256;358;381
1742,9,9,0,1;17;63;197;232;233;256;358;381
1743,9,9,0,1;17;63;197;232;233;256;358;381
1744,9,9,0,1;17;63;197;232;233;256;358;381
1745,9,9,0,1;17;63;197;232;233;256;358;381
1746,9,9,0,1;17;63;197;232;233;256;358;381
1747,10,10,0,1;17;63;107;197;232;233;256;358;381
1748,11,9,2,1;17;63;107;197;232;233;256;358
1749,9,9,0,1;17;63;107;197;232;233;256;358
1750,9,9,0,1;17;63;107;197;232;233;256;358
1751,9,9,0,1;17;63;107;197;232;233;256;358
1752,9,9,0,1;17;63;107;197;232;233;256;358
1753,8,8,0,1;17;63;197;232;233;256;358
1754,11,9,2,1;17;63;107;197;232;233;256;358
1755,11,9,2,1;17;63;107;197;232;233;256;358
1756,10,9,1,1;17;63;107;197;232;233;256;358
1757,8,8,0,1;63;197;232;233;256;358;397
1758,7,7,0,1;63;197;232;256;358;397
1759,7,7,0,1;63;197;232;256;358;397
1760,13,11,2,1;17;63;107;197;232;233;243;256;358;397
1761,10,9,1,1;17;63;197;232;233;256;358;397
1762,10,9,1,1;17;63;197;232;233;256;358;397
1763,10,10,0,1;17;63;107;197;232;233;256;358;399
1764,11,10,1,1;17;63;107;197;232;233;256;358;399
1765,11,11,0,1;17;63;107;197;232;233;256;286;358;399
1766,10,10,0,1;17;63;197;232;233;256;286;358;399
1767,11,11,0,1;17;63;197;232;233;256;286;358;363;399
1768,11,10,1,1;17;63;197;232;233;256;286;358;399
1769,9,9,0,1;17;63;197;232;256;286;358;399
1770,10,9,1,1;17;63;197;232;256;286;358;399
1771,8,8,0,1;63;197;232;256;286;358;399
1772,8,8,0,1;63;197;232;256;286;358;399
1773,8,8,0,1;63;197;232;256;286;358;399
1774,8,8,0,1;63;197;232;256;286;358;399
1775,10,8,2,1;63;197;232;256;286;358;399
1776,8,8,0,1;63;197;232;256;286;358;399
1777,8,8,0,1;63;197;232;256;286;358;399
1778,8,8,0,1;63;197;232;256;286;358;399
1779,10,10,0,1;17;63;197;232;233;256;286;358;399
1780,9,9,0,1;17;63;197;232;256;286;358;399
1781,10,10,0,1;17;63;197;232;233;256;286;358;399
1782,9,9,0,1;17;63;197;232;256;286;358;399
1783,9,9,0,1;17;63;197;232;256;286;358;399
1784,11,9,2,1;17;63;197;232;256;286;358;399
1785,11,9,2,1;17;63;197;232;256;286;358;399
1786,12,10,2,1;17;63;197;232;233;256;286;358;399
1787,10,10,0,1;17;63;197;232;233;256;286;358;399
1788,10,10,0,1;17;63;197;232;233;256;286;358;399
1789,11,10,1,1;17;63;197;232;233;256;286;358;399
1790,10,10,0,1;17;63;197;232;233;256;286;358;399
1791,11,10,1,1;17;63;197;232;233;256;286;358;399
1792,10,9,1,1;17;63;197;232;233;256;286;358
1793,10,9,1,1;17;63;197;232;233;256;286;358
1794,10,10,0,1;17;63;197;232;233;256;286;358;411
1795,10,10,0,1;17;63;197;232;233;256;286;358;411
1796,9,9,0,1;17;63;197;232;233;256;286;358
1797,9,9,0,1;17;63;197;232;233;256;286;358
1798,9,9,0,1;17;63;197;232;233;256;286;358
1799,9,9,0,1;17;63;197;232;233;256;286;358
1800,9,9,0,1;17;63;197;232;233;256;286;358
1801,8,8,0,1;63;107;197;232;233;256;358
1802,8,7,1,1;63;107;197;232;256;358
1803,10,9,1,1;63;107;197;232;233;256;286;358
1804,10,9,1,1;63;107;197;232;233;256;286;358
1805,12,9,3,1;63;107;197;232;233;256;286;358
1806,10,9,1,1;63;107;197;232;233;256;286;358
1807,10,8,2,1;63;107;197;232;233;256;358
1808,10,8,2,1;63;107;197;232;233;256;358
1809,11,9,2,1;63;107;197;232;233;256;286;358
1810,10,10,0,1;17;63;107;197;232;233;256;358;417
1811,10,10,0,1;17;63;107;197;232;233;256;358;417
1812,10,10,0,1;17;63;107;197;232;233;256;358;417
1813,12,10,2,1;17;107;197;232;233;243;256;358;417
1814,12,9,3,1;17;197;232;233;243;256;358;417
1815,10,9,1,1;17;197;232;233;243;256;358;417
1816,11,10,1,1;63;197;232;233;256;286;358;417;419
1817,10,9,1,1;63;232;233;256;286;358;417;419
1818,10,9,1,1;63;232;233;243;256;358;417;419
1819,11,11,0,1;63;232;233;243;256;286;358;417;419;422
1820,9,9,0,1;63;232;233;256;358;417;419;422
1821,8,8,0,1;63;232;233;256;358;417;419
1822,9,8,1,1;63;232;233;256;358;417;419
1823,9,8,1,1;63;232;233;256;358;417;419
1824,9,8,1,1;63;232;233;256;358;417;419
1825,9,9,0,1;63;232;233;256;358;417;419;423
1826,10,9,1,1;63;232;233;256;358;417;419;423
1827,11,10,1,1;17;63;232;233;256;358;417;419;423
1828,9,9,0,1;63;232;233;256;358;417;419;423
1829,11,10,1,1;17;63;232;233;256;358;417;419;423
1830,10,9,1,1;63;232;233;256;358;417;419;423
1831,9,9,0,1;63;232;233;256;286;358;419;423
1832,11,10,1,1;63;232;233;256;286;358;417;419;423
1833,12,11,1,1;63;107;232;233;256;286;358;417;419;423
1834,10,9,1,1;63;232;233;256;358;417;419;423
1835,12,11,1,1;63;107;232;233;256;358;417;419;423;426
1836,12,11,1,1;63;107;232;233;256;358;417;419;423;426
1837,9,8,1,1;63;232;233;256;358;419;423
1838,10,9,1,1;63;232;233;256;358;419;423;426
1839,11,10,1,1;17;63;232;233;256;358;419;423;426
1840,11,11,0,1;17;63;107;232;233;256;358;419;423;426
1841,11,11,0,1;17;63;232;233;256;286;358;419;423;426
1842,12,11,1,1;17;63;232;233;256;286;358;419;423;426
1843,11,11,0,1;17;63;232;233;256;286;358;419;423;426
1844,15,11,4,1;17;63;232;233;256;286;358;419;423;426
1845,12,11,1,1;17;63;107;232;233;256;286;358;419;426
1846,11,10,1,1;17;63;232;233;256;286;358;419;426
1847,11,11,0,1;17;63;232;233;256;286;358;419;426;430
1848,11,11,0,1;17;63;232;233;256;286;358;419;426;430
1849,13,12,1,1;17;63;107;232;233;256;286;358;381;426;430
1850,13,12,1,1;17;63;107;232;233;256;286;358;419;426;430
1851,13,12,1,1;17;63;107;197;232;233;256;358;419;426;430
1852,16,16,0,1;17;63;107;197;232;233;243;256;286;358;417;419;426;430;434
1853,13,12,1,1;17;63;107;232;233;256;286;358;419;426;430
1854,10,10,0,1;17;63;107;232;233;256;358;419;426
1855,11,11,0,1;17;63;107;232;233;256;358;419;426;434
1856,10,10,0,1;17;63;232;233;256;358;419;426;434
1857,10,10,0,1;17;63;232;233;256;358;419;426;434
1858,9,9,0,1;17;63;232;233;256;358;419;426
1859,11,11,0,1;17;63;232;233;256;358;397;419;426;434
1860,11,11,0,1;17;63;232;233;256;358;397;419;426;434
1861,11,11,0,1;17;63;232;233;256;286;358;397;419;426
1862,11,11,0,1;17;63;232;233;256;286;358;397;419;426
1863,13,12,1,1;17;63;232;233;256;286;358;397;419;426;434
1864,12,12,0,1;17;63;232;233;256;286;358;397;419;426;434
1865,11,11,0,1;17;63;232;233;256;286;358;397;419;426
1866,11,11,0,1;17;63;232;233;256;286;358;397;419;426
1867,11,11,0,1;17;63;232;233;256;286;358;397;419;426
1868,10,9,1,1;17;63;233;256;286;358;397;426
1869,14,10,4,1;17;63;107;233;256;286;358;397;426
1870,11,9,2,1;63;107;233;256;286;358;397;426
1871,13,11,2,1;17;63;107;232;233;256;286;358;397;426
1872,11,10,1,1;17;63;107;233;256;286;358;397;426
1873,11,10,1,1;17;63;107;233;256;286;358;397;426
1874,11,11,0,1;17;63;107;233;256;286;358;397;426;442
1875,12,12,0,1;17;63;107;232;233;256;286;358;397;426;442
1876,11,11,0,1;17;63;232;233;256;286;358;397;426;442
1877,10,10,0,1;63;232;233;256;286;358;397;426;442
1878,11,11,0,1;63;107;232;233;256;286;358;397;426;442
1879,10,10,0,1;63;107;233;256;286;358;397;426;442
1880,12,12,0,1;17;63;107;232;233;256;286;358;397;426;442
1881,10,10,0,1;63;232;233;256;286;358;397;426;442
1882,11,11,0,1;63;107;232;233;256;286;358;397;426;442
1883,10,9,1,1;63;232;233;286;358;397;426;442
1884,11,11,0,1;17;63;107;232;233;286;358;397;426;442
1885,11,11,0,1;17;63;107;232;233;286;358;397;426;442
1886,11,11,0,1;17;63;107;232;233;286;358;397;426;442
1887,12,11,1,1;17;63;107;232;233;286;358;397;426;442
1888,14,12,2,1;17;63;107;232;233;256;286;358;397;426;442
1889,12,12,0,1;17;63;107;232;233;256;286;358;397;426;442
1890,12,11,1,1;17;63;107;232;233;256;358;397;426;442
1891,11,10,1,1;17;63;232;233;256;358;397;426;442
1892,12,11,1,1;17;63;107;232;233;256;358;397;426;442
1893,14,12,2,1;17;63;107;232;233;243;256;358;397;426;442
1894,14,12,2,1;17;63;107;232;233;243;256;358;397;426;442
1895,13,11,2,1;17;63;232;233;243;256;358;397;426;442
1896,14,10,4,1;17;63;232;233;243;256;358;397;426
1897,16,13,3,1;17;63;107;232;233;243;256;286;358;397;426;442
1898,12,11,1,1;17;63;232;233;243;256;358;397;426;442
1899,13,13,0,1;17;63;232;233;243;256;286;358;397;426;442;455
1900,14,13,1,1;17;63;107;232;233;256;286;358;397;426;442;455
1901,14,14,0,1;17;63;107;232;233;256;286;358;397;417;434;442;455
1902,11,11,0,1;17;63;107;233;256;286;358;397;442;455
1903,12,12,0,1;17;63;107;232;233;256;286;358;397;442;455
1904,15,12,3,1;17;63;107;232;233;256;286;358;397;442;455
1905,14,12,2,1;17;63;107;232;233;256;286;358;397;442;455
1906,12,12,0,1;63;232;233;256;286;358;397;417;426;442;455
1907,11,10,1,1;63;232;233;256;286;358;397;442;455
1908,11,9,2,1;63;232;233;256;286;358;397;442
1909,12,11,1,1;63;107;232;233;256;286;358;397;417;442
1910,12,12,0,1;63;107;232;233;256;286;358;397;426;442;462
1911,14,13,1,1;63;107;232;233;256;286;358;397;417;426;442;462
1912,14,13,1,1;63;107;232;233;256;286;358;397;417;426;442;462
1913,14,13,1,1;63;107;232;233;256;286;358;397;417;426;442;462
1914,13,13,0,1;63;107;232;233;256;286;358;397;417;426;442;462
1915,12,12,0,1;63;107;232;233;256;286;358;397;426;442;462
1916,12,12,0,1;63;107;232;233;256;286;358;397;426;442;462
1917,11,11,0,1;63;232;233;256;286;358;397;426;442;462
1918,12,12,0,1;63;232;233;256;286;358;397;417;426;442;462
1919,11,11,0,1;63;232;233;256;286;358;397;426;442;462
1920,11,11,0,1;63;232;233;256;286;358;397;426;442;462
1921,11,11,0,1;63;232;233;256;286;358;397;426;442;462
1922,10,10,0,1;63;232;233;256;286;358;397;426;442
1923,12,11,1,1;17;63;232;233;256;286;358;397;426;442
1924,12,11,1,1;63;232;233;256;286;358;397;417;426;442
1925,11,11,0,1;63;232;233;256;286;358;397;417;426;442
1926,11,11,0,1;63;232;233;256;286;358;397;426;442;462
1927,11,11,0,1;63;232;233;256;286;358;397;426;442;462
1928,13,10,3,1;63;232;233;256;286;358;397;426;442
1929,12,10,2,1;63;232;233;256;286;358;397;426;442
1930,13,11,2,1;63;232;233;256;286;358;397;417;426;442
1931,13,13,0,1;63;232;233;256;286;358;397;417;426;442;467;469
1932,12,12,0,1;63;232;233;256;286;358;397;417;426;442;469
1933,12,12,0,1;63;232;233;256;286;358;397;426;442;467;469
1934,13,11,2,1;63;232;233;256;286;358;397;426;442;469
1935,10,10,0,1;63;232;233;256;286;358;397;426;442
1936,10,10,0,1;63;232;233;256;286;358;397;426;442
1937,10,10,0,1;63;232;233;256;286;358;397;426;442
1938,11,10,1,1;63;232;233;256;286;358;397;426;442
1939,14,11,3,1;63;107;232;233;256;286;358;397;426;442
1940,12,11,1,1;63;107;232;233;256;286;358;397;426;442
1941,13,11,2,1;63;107;232;233;256;286;358;397;426;442
1942,13,11,2,1;63;107;232;233;256;286;358;397;426;442
1943,15,13,2,1;17;63;107;232;233;243;256;286;358;397;426;475
1944,14,12,2,1;17;63;107;232;233;243;256;286;358;397;426
1945,13,12,1,1;17;63;107;232;233;256;286;358;397;426;477
1946,14,14,0,1;17;63;107;232;233;243;256;286;358;397;426;477;478
1947,13,13,0,1;17;63;107;232;233;256;286;358;397;426;477;478
1948,13,13,0,1;17;63;107;232;233;243;256;286;358;397;426;477
1949,13,13,0,1;63;107;232;233;243;256;286;358;397;426;477;478
1950,13,13,0,1;17;63;107;232;233;243;256;358;397;426;477;478
1951,12,11,1,1;63;107;232;233;243;256;358;397;426;477
1952,13,13,0,1;63;107;232;233;243;256;286;358;397;426;477;478
1953,12,12,0,1;63;107;232;233;243;256;358;397;426;477;478
1954,13,13,0,1;17;63;107;232;233;243;256;358;397;426;477;478
1955,15,14,1,1;17;63;107;232;233;243;256;286;358;397;426;477;478
1956,14,13,1,1;17;63;107;232;233;243;256;358;397;426;477;478
1957,14,13,1,1;17;63;107;232;233;243;256;358;397;426;477;478
1958,13,13,0,1;17;63;107;232;233;243;256;358;397;426;477;478
1959,11,11,0,1;63;232;233;243;256;286;358;397;426;477
1960,13,13,0,1;17;63;232;233;243;256;286;358;397;426;477;478
1961,11,11,0,1;63;232;233;243;256;286;358;397;426;477
1962,12,12,0,1;63;232;233;243;256;286;358;397;426;477;478
1963,13,12,1,1;63;232;233;243;256;286;358;397;426;477;478
1964,16,13,3,1;63;107;232;233;243;256;286;358;397;426;477;478
1965,14,13,1,1;63;107;232;233;243;256;286;358;397;426;477;478
1966,15,13,2,1;63;107;232;233;243;256;286;358;397;426;477;478
1967,16,14,2,1;63;107;232;233;243;256;286;358;397;426;477;478;483
1968,14,13,1,1;63;232;233;243;256;286;358;397;426;477;478;483
1969,13,13,0,1;63;232;233;243;256;286;358;397;426;477;478;484
1970,15,13,2,1;63;232;233;243;256;286;358;397;426;477;478;484
1971,14,13,1,1;63;232;233;243;256;286;358;397;426;477;478;484
1972,15,14,1,1;63;107;232;233;243;256;286;358;397;426;477;478;484
1973,15,15,0,1;63;107;232;233;243;256;286;358;397;426;477;478;483;484
1974,14,14,0,1;63;107;232;233;256;286;358;397;426;477;478;483;484
1975,13,13,0,1;63;107;232;233;256;358;397;426;477;478;483;484
1976,13,13,0,1;63;107;232;233;256;358;397;426;477;478;483;484
1977,13,13,0,1;63;107;232;233;256;358;397;426;477;478;483;484
1978,13,13,0,1;17;63;107;232;233;256;286;358;397;426;477;478
1979,13,13,0,1;17;63;107;232;233;256;286;358;397;426;477;478
1980,12,12,0,1;63;107;232;233;256;286;358;397;426;477;478
1981,13,13,0,1;63;107;232;233;256;286;358;397;426;477;478;484
1982,13,13,0,1;63;107;232;233;256;286;358;397;426;477;478;484
1983,13,13,0,1;17;63;232;233;256;286;358;397;426;477;478;484
1984,13,13,0,1;17;63;232;233;256;286;358;397;426;477;478;484
1985,13,13,0,1;17;63;232;233;256;286;358;397;426;477;478;484
1986,13,13,0,1;63;107;232;233;256;286;358;397;426;477;478;484
1987,13,13,0,1;63;232;233;256;286;358;397;426;477;478;483;484
1988,14,14,0,1;63;107;232;233;256;286;358;397;426;477;478;483;484
1989,12,12,0,1;63;107;232;233;256;286;358;397;426;477;478
1990,13,13,0,1;63;107;232;233;256;286;358;397;426;477;478;484
1991,12,12,0,1;63;107;232;233;256;286;358;397;426;477;478
1992,12,12,0,1;63;107;232;233;256;286;358;397;426;477;478
1993,12,12,0,1;63;107;232;233;256;286;358;397;426;477;478
1994,13,12,1,1;63;107;232;233;256;286;358;397;426;477;478
1995,13,12,1,1;63;107;232;233;286;358;397;426;477;478;483
1996,13,12,1,1;63;232;233;286;358;397;417;426;477;478;483
1997,11,10,1,1;63;232;233;286;358;397;426;477;478
1998,9,9,0,1;63;233;358;397;426;477;478;489
1999,11,11,0,1;63;232;233;286;358;397;426;477;478;489
2000,11,11,0,1;17;63;233;286;358;397;426;477;478;489
2001,9,9,0,1;17;63;233;286;358;397;477;489
2002,11,10,1,1;17;63;232;233;286;358;397;477;489
2003,9,9,0,1;17;63;233;286;358;397;477;489
2004,9,9,0,1;17;63;233;286;358;397;477;489
2005,11,10,1,1;17;63;232;233;286;358;397;477;489
2006,8,8,0,1;63;107;233;286;358;397;477
2007,7,7,0,1;63;233;286;358;397;477
2008,9,7,2,1;63;233;286;397;426;477
2009,8,8,0,1;63;233;286;358;397;426;477
2010,8,8,0,1;63;233;286;358;397;426;477
2011,10,9,1,1;17;63;233;286;358;397;426;477
2012,11,9,2,1;17;63;233;286;358;397;426;477
2013,10,10,0,1;17;63;233;256;286;358;397;426;477
2014,10,10,0,1;17;63;233;256;286;358;397;426;477
2015,10,10,0,1;17;63;233;256;286;358;397;426;477
2016,9,9,0,1;17;63;233;286;358;397;426;477
2017,10,9,1,1;17;63;233;286;358;397;426;477
2018,10,9,1,1;17;63;233;286;358;397;426;477
2019,10,9,1,1;17;63;233;286;358;397;426;477
2020,10,10,0,1;17;63;233;286;358;397;426;477;496
2021,10,10,0,1;17;63;233;286;358;397;426;477;496
2022,11,10,1,1;17;63;233;286;358;397;426;477;496
2023,11,11,0,1;17;63;233;243;286;358;397;426;477;496
2024,10,10,0,1;17;63;233;286;358;397;426;477;496
2025,10,10,0,1;17;63;233;286;358;397;426;477;496
2026,14,13,1,1;17;63;232;233;243;286;358;397;426;477;484;496
2027,12,12,0,1;17;63;232;233;286;358;397;426;477;484;496
2028,10,10,0,1;17;63;233;286;358;397;426;477;496
2029,10,10,0,1;17;63;233;286;358;397;426;477;496
2030,10,10,0,1;17;63;233;286;358;397;426;477;496
2031,11,11,0,1;17;63;233;286;358;397;426;477;484;496
2032,11,11,0,1;17;63;233;286;358;397;426;477;484;496
2033,10,10,0,1;17;63;233;286;358;397;426;477;496
2034,10,10,0,1;17;63;233;286;358;397;426;477;496
2035,10,10,0,1;17;63;233;286;358;397;426;477;496
2036,9,9,0,1;17;63;233;286;358;397;426;477
2037,11,9,2,1;17;63;233;286;358;397;426;477
2038,12,9,3,1;17;63;233;286;358;397;426;477
2039,11,8,3,1;17;63;233;243;358;426;477
2040,10,9,1,1;17;63;233;243;358;417;426;477
2041,11,11,0,1;63;232;233;243;286;358;417;426;477;502
2042,14,13,1,1;17;63;232;233;243;286;358;417;426;477;496;502
2043,15,13,2,1;17;63;107;232;233;243;358;417;426;477;496;502
2044,13,12,1,1;17;63;232;233;243;286;358;417;426;477;502
2045,14,12,2,1;17;63;232;233;243;286;358;417;426;477;502
2046,13,11,2,1;17;63;232;233;286;358;426;477;502;505
2047,14,12,2,1;17;63;232;233;286;358;426;477;496;502;505
2048,12,12,0,1;17;63;107;232;233;286;358;426;477;496;502
2049,9,9,0,1;17;63;232;233;286;358;426;477
2050,11,10,1,1;17;63;232;233;286;358;426;477;502
2051,11,10,1,1;17;63;232;233;286;358;426;477;502
2052,11,11,0,1;17;63;232;233;286;358;417;426;477;502
2053,11,11,0,1;17;63;232;233;286;358;426;477;496;502
2054,11,11,0,1;17;63;232;233;286;358;426;477;496;502
2055,10,10,0,1;17;63;232;233;286;358;426;477;502
2056,10,10,0,1;63;232;233;286;358;417;426;477;502
2057,10,10,0,1;63;232;233;286;358;417;426;477;502
2058,11,10,1,1;63;232;233;286;358;417;426;477;502
2059,10,10,0,1;63;232;233;286;358;417;426;477;502
2060,12,10,2,1;63;232;233;286;358;417;426;477;502
2061,10,10,0,1;63;232;233;286;358;417;426;477;502
2062,10,10,0,1;63;232;233;286;358;417;426;477;502
2063,10,10,0,1;63;232;233;286;358;417;426;477;502
2064,11,11,0,1;17;63;232;233;286;358;417;426;477;502
2065,11,11,0,1;17;63;232;233;286;358;417;426;477;502
2066,11,11,0,1;17;63;232;233;286;358;417;426;477;502
2067,11,11,0,1;17;63;232;233;286;358;417;426;477;502
2068,12,11,1,1;17;63;232;233;286;358;417;426;477;502
2069,9,9,0,1;17;63;232;233;286;358;477;502
2070,11,9,2,1;17;63;232;233;286;358;477;502
2071,10,9,1,1;63;232;233;286;358;397;477;502
2072,10,9,1,1;17;63;232;233;286;358;477;502
2073,11,10,1,1;17;63;232;233;286;358;477;502;514
2074,11,10,1,1;17;63;232;233;286;358;477;502;514
2075,12,10,2,1;17;63;232;233;286;358;477;502;514
2076,10,10,0,1;17;63;232;233;286;358;477;502;514
2077,10,8,2,1;17;63;232;286;358;477;502
2078,10,8,2,1;17;63;232;286;358;477;502
2079,10,8,2,1;17;63;232;286;358;477;502
2080,10,9,1,1;17;63;232;286;358;477;518;519
2081,9,8,1,1;17;63;232;286;358;477;518
2082,9,9,0,1;17;63;232;286;358;477;502;518
2083,11,8,3,1;17;63;232;286;477;502;518
2084,9,8,1,1;17;63;232;286;477;502;518
2085,10,8,2,1;17;63;232;286;477;502;518
2086,13,10,3,1;17;63;232;286;477;502;518;519;522
2087,9,9,0,1;17;63;286;477;502;518;519;522
2088,9,9,0,1;17;63;286;477;502;518;519;522
2089,11,10,1,1;17;63;232;286;477;502;518;519;522
2090,10,9,1,1;17;63;286;477;502;518;519;522
2091,9,9,0,1;17;63;286;477;502;518;519;522
2092,11,10,1,1;17;63;286;417;477;502;518;519;522
2093,10,10,0,1;17;63;286;417;477;502;518;519;522
2094,11,10,1,1;17;63;286;417;477;502;518;519;522
2095,12,10,2,1;17;63;286;417;477;502;518;519;522
2096,12,11,1,1;17;63;232;286;417;477;502;518;519;522
2097,12,12,0,1;17;63;232;286;417;477;502;518;519;522;530
2098,11,11,0,1;17;63;286;417;477;502;518;519;522;530
2099,11,11,0,1;17;63;286;417;477;502;518;519;522;530
2100,11,10,1,1;17;63;286;358;417;502;518;519;530
2101,11,10,1,1;17;63;286;358;417;502;518;519;530
2102,11,10,1,1;17;63;286;358;417;502;518;519;530
2103,12,11,1,1;17;63;286;358;417;502;518;519;530;532
2104,11,11,0,1;17;63;286;358;417;502;518;519;530;532
2105,12,10,2,1;17;63;286;358;417;502;518;530;532
2106,10,9,1,1;17;63;286;358;417;502;518;532
2107,10,9,1,1;17;63;286;358;417;502;518;532
2108,10,10,0,1;17;63;286;358;417;502;518;532;534
2109,11,11,0,1;17;63;286;358;417;502;518;519;532;534
2110,10,10,0,1;17;63;286;358;502;518;519;532;534
2111,9,9,0,1;17;63;286;358;502;518;532;534
2112,10,9,1,1;17;63;286;358;502;518;532;534
2113,9,9,0,1;17;63;286;358;502;518;532;534
2114,10,9,1,1;17;63;286;358;502;518;532;534
2115,11,10,1,1;17;63;286;358;502;518;530;532;534
2116,9,8,1,1;63;286;358;502;518;532;534
2117,9,9,0,1;63;286;358;489;518;532;534;537
2118,9,9,0,1;63;286;358;489;518;532;534;537
2119,9,9,0,1;63;286;358;489;518;532;534;537
2120,9,8,1,1;63;286;358;489;518;532;534
2121,9,8,1,1;63;286;358;489;518;532;534
2122,9,8,1,1;63;286;358;489;518;532;534
2123,10,10,0,1;63;107;286;358;489;518;532;534;538
2124,9,9,0,1;63;286;358;489;518;532;534;538
2125,11,11,0,1;17;63;286;358;489;518;532;534;537;538
2126,11,11,0,1;17;63;286;358;489;518;532;534;537;538
2127,10,10,0,1;17;63;286;358;489;518;532;534;537
2128,10,10,0,1;17;63;286;358;489;518;532;534;537
2129,11,10,1,1;17;63;286;358;489;518;532;534;537
2130,10,10,0,1;17;63;286;358;489;518;532;534;537
2131,10,9,1,1;63;286;358;489;518;532;534;537
2132,10,9,1,1;63;286;358;489;518;532;534;537
2133,10,9,1,1;63;286;358;489;518;532;534;537
2134,10,10,0,1;63;286;358;489;518;532;534;537;540
2135,9,9,0,1;63;286;358;489;518;532;534;537
2136,10,10,0,1;63;286;358;426;489;518;532;534;537
2137,10,10,0,1;63;286;358;426;489;518;532;534;537
2138,11,10,1,1;63;286;358;426;489;518;532;534;537
2139,9,9,0,1;63;286;358;489;518;532;534;537
2140,9,9,0,1;63;286;358;489;518;532;534;537
2141,9,9,0,1;63;286;358;489;518;532;534;537
2142,9,9,0,1;63;286;358;489;518;532;534;537
2143,9,8,1,1;63;286;489;518;532;534;537
2144,8,8,0,1;63;286;489;518;532;534;537
2145,12,10,2,1;17;63;286;426;489;518;532;534;537
2146,10,9,1,1;63;286;426;489;518;532;534;537
2147,12,10,2,1;63;286;358;426;489;518;532;534;537
2148,12,9,3,1;63;286;426;489;518;532;534;537
2149,12,10,2,1;63;107;286;426;489;518;532;534;537
2150,12,10,2,1;63;286;426;489;518;532;534;537;545
2151,14,11,3,1;63;286;417;426;489;518;532;534;537;545
2152,13,10,3,1;63;286;358;489;518;532;534;537;545
2153,14,11,3,1;63;286;358;489;518;532;534;537;545;549
2154,12,11,1,1;63;286;358;489;518;532;534;537;545;549
2155,15,14,1,1;63;107;286;358;417;426;489;518;532;534;537;545;549
2156,13,12,1,1;63;286;358;417;489;518;532;534;537;545;549
2157,14,12,2,1;63;107;286;358;417;489;518;532;534;537;549
2158,14,13,1,1;63;107;286;358;417;489;518;532;534;537;549;553
2159,16,14,2,1;63;107;286;358;397;417;489;518;532;534;537;549;553
2160,15,15,0,1;63;107;286;358;397;417;426;489;518;532;534;537;549;553
2161,14,12,2,1;63;286;397;417;489;518;532;534;537;549;553
2162,14,13,1,1;17;63;286;397;417;489;518;532;534;537;549;553
2163,14,13,1,1;17;63;232;286;417;489;518;532;534;537;549;553
2164,13,13,0,1;17;63;232;286;417;489;518;532;534;537;549;553
2165,13,13,0,1;17;63;232;286;417;489;518;532;534;537;549;553
2166,12,12,0,1;17;63;286;417;489;518;532;534;537;549;553
2167,13,12,1,1;17;63;286;417;489;518;532;534;537;549;553
2168,14,12,2,1;17;63;286;417;489;518;532;534;537;549;553
2169,15,12,3,1;17;63;286;417;489;518;532;534;537;549;553
2170,15,14,1,1;17;63;286;358;417;489;518;532;534;537;549;553;560
2171,15,15,0,1;17;63;286;358;417;489;518;532;534;537;549;553;560;561
2172,17,15,2,1;17;63;286;358;417;489;518;532;534;537;549;553;560;561
2173,20,16,4,1;17;63;286;358;417;426;489;518;532;534;537;549;553;560;561
2174,18,16,2,1;17;63;286;358;417;426;489;518;532;534;537;549;553;560;561
2175,15,14,1,1;63;286;358;417;426;489;518;532;534;537;549;553;560
2176,13,13,0,1;63;286;417;489;518;532;534;537;549;553;560;567
2177,12,12,0,1;63;286;417;489;518;532;534;537;549;553;567
2178,13,13,0,1;63;286;417;489;518;532;534;537;549;553;561;567
2179,12,12,0,1;63;286;417;489;518;532;534;537;549;553;561
2180,13,12,1,1;63;286;417;489;518;532;534;537;549;553;561
2181,13,12,1,1;63;286;417;489;518;532;534;537;549;553;561
2182,13,13,0,1;63;286;358;417;489;518;532;537;549;553;561;567
2183,14,13,1,1;17;63;286;358;417;489;518;532;537;549;553;561
2184,14,13,1,1;63;286;358;417;489;518;532;537;549;553;561;567
2185,15,14,1,1;17;63;286;417;489;518;532;534;537;549;553;561;567
2186,15,15,0,1;17;63;286;417;489;518;532;534;537;549;553;561;567;570
2187,15,15,0,1;17;63;286;417;489;518;532;534;537;549;553;561;567;570
2188,14,14,0,1;17;63;286;417;489;518;532;534;537;549;553;567;570
2189,14,14,0,1;17;63;286;417;489;518;532;534;537;549;553;567;570
2190,15,14,1,1;17;63;286;417;489;518;532;534;537;549;553;567;570
2191,18,15,3,1;17;63;286;358;417;489;518;532;534;537;549;553;567;570
2192,15,15,0,1;17;63;286;358;417;426;489;518;532;534;537;549;553;570
2193,17,16,1,1;17;63;286;358;417;426;489;518;532;534;537;549;553;567;570
2194,17,15,2,1;17;63;286;358;417;426;489;518;532;534;537;549;553;567
2195,16,15,1,1;17;63;286;358;426;489;502;518;532;534;537;549;553;561
2196,15,15,0,1;17;63;286;358;426;489;502;518;532;534;537;549;553;570
2197,14,14,0,1;17;63;286;358;426;489;502;518;532;534;537;549;553
2198,16,14,2,1;17;63;286;358;426;489;502;518;532;534;537;549;553
